Value,Score,Method,Metric,Channel,Optimal,What,Participant,Condition,SamplingRate,MaxFreq,Duration,Dataset
8,5.1199933165221314e-06,rosenstein1994,Displacement,TP8,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,4.979875667860553e-06,rosenstein1994,Displacement,TP8,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,4.849128073444187e-06,rosenstein1994,Displacement,TP8,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.2692443546275358,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.5089118317046646,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.23288941825161835,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.16404013963041209,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.19976075151368988,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.2516538005259292,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.26353168199982235,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.23259641269270048,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.19139690799955655,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.17100290248047934,fraser1986,Mutual Information,P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.8973699096145301,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.6354774136817516,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.31040913664363506,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.006574282888275124,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.2233855465342377,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.35424896993203225,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.38225051843896063,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.32235568956131416,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.20447751800608457,rosenstein1993,Autocorrelation (FFT),P5,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.6197843777519888e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,3.0625778808705944e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,4.222988073440926e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,5.070191562654539e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,5.6153703255314855e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,5.891075822411311e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,5.932291612171139e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,5.783260476666591e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,5.505440987674923e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,5.1774966833767864e-06,rosenstein1994,Displacement,P5,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3566801732301448,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.5739125143310408,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.27001570602095804,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.1822991724775953,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.19806127982380684,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.2412718450496456,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.24935553664871346,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.224289453250611,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.19332132999916318,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.18382281475828854,fraser1986,Mutual Information,P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.9104070494249312,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.6744378377294366,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.36701502094687216,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.0665726960363874,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.16703964025973986,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.3004130670687565,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.3270934839402766,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.26414317817579264,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.14494734470569914,rosenstein1993,Autocorrelation (FFT),P1,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3220107443854436e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.5173373118928616e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.504336001904047e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,4.243286258280461e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,4.730936638856172e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,4.976042848354284e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,5.0065853957650166e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,4.871616944028963e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,4.629490584263098e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,4.351709769235401e-06,rosenstein1994,Displacement,P1,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.397410658488151,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.6123044050381363,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.300230261755595,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.19157807062668475,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.1795420698326513,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.19895084991636836,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.2056696039678263,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.1944395109915673,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.18063781871063966,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.1780198216970268,fraser1986,Mutual Information,P2,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.9153209794816576,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.6947776603990017,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.4120590701595165,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.13977436617267913,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.07023565445276138,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.19204655524847364,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.22374861650379538,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.1826610277491699,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.09795460941990547,rosenstein1993,Autocorrelation (FFT),P2,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.1516629184470425e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.182125119829798e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.0189194246413824e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,3.6394633293008482e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,4.044573542382985e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,4.256430789957825e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,4.30190458662156e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,4.226660839686205e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,4.0778502596335845e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,3.9063947266787784e-06,rosenstein1994,Displacement,P2,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3298100937572759,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.5662642076860918,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.2737006386882648,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.17717535226059056,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.16656298341705433,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.18250531476904008,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.19414903190686417,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.18685912278338535,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.17297795864704124,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.16298627340333915,fraser1986,Mutual Information,P6,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.9080038545975613,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.6764761524841224,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.39465930020684253,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.1356615788470434,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.05958637604238072,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.17641921568322325,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.21769824290658074,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.19832869134647804,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.1404029427168897,rosenstein1993,Autocorrelation (FFT),P6,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.390700809295163e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.6031981870775258e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.5516232092625093e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,4.231179942188411e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,4.6729164880767965e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,4.909759927176541e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,4.985020045909907e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,4.938280919513187e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,4.814398615489442e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,4.663196449916668e-06,rosenstein1994,Displacement,P6,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3849965110313764,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.6185215433134559,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.31811002758597073,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.21019885759322499,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.19604509970285555,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.21272753270421063,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.22186501303197836,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.21758522325503726,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.2069553834008806,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.19476676852047792,fraser1986,Mutual Information,PO7,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.913262898249044,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.6927028661480168,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.4197936794361257,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.1641364657790018,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.033283484263402816,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.15610036181359227,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.20519098647761522,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.1938002470498668,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.14280514306772524,rosenstein1993,Autocorrelation (FFT),PO7,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.5381423912609629e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.8943789341267786e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.973998193239607e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,4.765265111158378e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,5.290389715326801e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,5.585832667746405e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,5.6955722165997715e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,5.6630444930276355e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,5.53970917770437e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,5.375459236649427e-06,rosenstein1994,Displacement,PO7,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3971202465596768,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.6079545700619349,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.29328935224387287,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.18045953941390902,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.16906616099932492,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.18850462734577977,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.1950787041602453,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.18833592471061777,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.17524875594443046,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.1649150144061613,fraser1986,Mutual Information,PO3,5.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.9167769350639675,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.7001301488751289,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.42262181302519664,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.15514619735119617,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,-0.05283136812139442,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,-0.17734696013498563,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.21701546472286448,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.18784231018241787,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,-0.11616894935922939,rosenstein1993,Autocorrelation (FFT),PO3,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.3435707524716327e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.5478759469892896e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.529094899024566e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,4.258622744431905e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,4.7402615096618844e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,4.999204654363995e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,5.0698590718844394e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,4.999890428518678e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,4.847431360041031e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,4.663290981037188e-06,rosenstein1994,Displacement,PO3,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.4672190360391024,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.6742140402645296,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.3479838011484526,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.21342998542001368,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.17142777595032577,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.16558207957468873,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.1668847021272244,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,0.1645257821105659,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,0.16361110827134606,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.16754233567355037,fraser1986,Mutual Information,POz,6.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,0.9252190660551913,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,0.7338421851615824,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,0.4957808518343073,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,0.274330077212878,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,0.10827642861438687,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,0.01118835293569454,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,-0.0223798703254923,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
9,-0.009924036278982055,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
10,0.02608983519938031,rosenstein1993,Autocorrelation (FFT),POz,4.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
1,1.1596155971390744e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
2,2.1859560869872936e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
3,3.0039671492209216e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
4,3.597511701087636e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
5,3.979270981847244e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
6,4.180826153925835e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
7,4.246558406539966e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
8,4.2188070636879475e-06,rosenstein1994,Displacement,POz,1.0,Delay,sub-010002,EO,250.0,125.0,7.8574,Lemon
